File,ZCR,Classification
AAHiZ-c88ec.wav,0.14762455062349925,Speech
AEsRr-ZnzNc.wav,0.0903938263682401,Speech
AJpzk-aFZPU.wav,0.23253500982327333,Speech
AONXX-h9SdI.wav,0.1436011104728812,Speech
AOZIY-AwsjM.wav,0.10615912953172206,Speech
APerX-RLJxo.wav,0.09265112704918033,Speech
AQbNb-vtBn8.wav,0.07489119427273579,Speech
AQfXU-TJ8hA.wav,0.06870756060163552,Speech
AQfXU-wGovo.wav,0.14756708559782608,Speech
AQzlW-z_mgA.wav,0.12567910167778693,Speech
ASbUG-sjYzk.wav,0.11298327076652688,Speech
AXMUA-RQZUE.wav,0.13174812670299726,Speech
AXkEd-CIG_g.wav,0.12873347896153672,Speech
AYeMQ-YWROE.wav,0.1591112252888553,Speech
AaBid-tF4b8.wav,0.12719152141704754,Speech
AbWJf-uQ5i4.wav,0.13131322211173685,Speech
AdQpt-o5a6c.wav,0.11502570634678963,Speech
AgMIS-4d8ZQ.wav,0.16397246113795758,Speech
AhkLa-2VX54.wav,0.13703070903058281,Speech
AjQFQ-5WXLI.wav,0.10015401694132932,Speech
AlXSJ-ZMLmk.wav,0.10964641304712675,Speech
AmDOu-TL3po.wav,0.13418210010450124,Speech
AmDou-_Ijmo.wav,0.126879688000944,Speech
ApGam-dLiEg.wav,0.14271725414019965,Speech
AqSnP-RLVSg.wav,0.09945119222005208,Speech
AsLfk-FCJPU.wav,0.12209147529509685,Speech
AtMPU-tiTbY.wav,0.15632237946018815,Speech
AuDVV-xJWcQ.wav,0.15530545303220822,Speech
AuWhZ-Rf8f8.wav,0.11636010692464359,Speech
AvpDG-YLDPY.wav,0.06517517262747875,Speech
AzTKt-Yb9ec.wav,0.0738127550876467,Speech
AzmfZ-sXV44.wav,0.14542379158519184,Speech
BASTB-cWano.wav,0.09640478303460584,Speech
BCaUl-bzbCI.wav,0.17695473724941038,Speech
BCeJR-u6lmk.wav,0.11663468695323334,Speech
BETxB-7xaJI.wav,0.052319311201874365,Speech
BGhuZ-OUOIk.wav,0.1571422371031746,Speech
BGoJe-8HuSM.wav,0.08893285992644916,Speech
BKxmz-kxC9g.wav,0.15674629780783583,Speech
BNHjk-fip1c.wav,0.11898486001671442,Speech
BNUeB-4Boyw.wav,0.12982852140792392,Speech
BNssC-jM67Y.wav,0.16996116005913328,Speech
BOsUa-R4Bv4.wav,0.05596500217418972,Speech
BQUGB-D6P1c.wav,0.11048835603462029,Speech
BQfJS-R8yIo.wav,0.10361557788200151,Speech
BTXJv-fPm_E.wav,0.22348208079028364,Speech
BULDL-56U5s.wav,0.11560858511656649,Speech
BULDL-oO5mA.wav,0.09890432524517265,Speech
BWqAY-2vFtg.wav,0.08984073591820987,Speech
BYsuH-oKS2Y.wav,0.18711479252971902,Speech
BZIlO-zZJ3w.wav,0.1525331924521858,Speech
BabTt-5sDpA.wav,0.14359344572978486,Speech
BbHjp-N1t0s.wav,0.15236442403073536,Speech
BbTSe-DAqxY.wav,0.05953718757969906,Speech
BbdPk-3-gLc.wav,0.11142978608044164,Speech
BbhJP-ODZHc.wav,0.14008219643004624,Speech
BcEMb-zlHoY.wav,0.04298335670405983,Music
BceJR-Z6CUA.wav,0.09869588216145833,Speech
BdKSw-2hdtw.wav,0.1391317667605796,Speech
BdKsW-GLPLA.wav,0.12795714784611106,Speech
BdixE-GFRxE.wav,0.13539531079828337,Speech
Bdksw--tExI.wav,0.09109283220836768,Speech
BfCJR-5vY8U.wav,0.125030567854201,Speech
BfyWW-XDvpg.wav,0.13538229054418102,Speech
BiGOW-oHgjc.wav,0.13407633725827717,Speech
BjqOs-4QDZY.wav,0.09757525495830516,Speech
BmHGU-GimWQ.wav,0.05104903184529368,Speech
BnSsC-re5KQ.wav,0.05790181550266904,Speech
BoKmg-zqosA.wav,0.15294031943044356,Speech
BotUD-KJyxA.wav,0.15134649087055754,Speech
BpsCJ-IPgVA.wav,0.1581188878153055,Speech
BqCyo-bTS48.wav,0.1060119498767324,Speech
Bqfjs-2PZPA.wav,0.11485593100346482,Speech
BrAUB-eY_QE.wav,0.16663223657852563,Speech
BrAUb-nOfB0.wav,0.08776933856996684,Speech
BsPSi-oH-TY.wav,0.1529931501729377,Speech
BwHtD-Zkm80.wav,0.12150572455289989,Speech
BzLiG-qa4d4.wav,0.10151280766039823,Speech
BzlIg-xOMzE.wav,0.1072389009781048,Speech
Bzlig-jogig.wav,0.10312234869909502,Speech
CAOSv-pCgSI.wav,0.10031534577366127,Speech
CAuJK-Rb8CY.wav,0.13386166295884747,Speech
CCGIg-mIm2Q.wav,0.13751991867453645,Speech
CDBec-SqCo4.wav,0.10609174314826052,Speech
CDKcK-5rJL0.wav,0.10851400086620469,Speech
CDbEC-Vza_8.wav,0.11940841318052772,Speech
CDoGU-1ZHuU.wav,0.10297048652605162,Speech
CFELb-CgJj0.wav,0.0746544113475405,Speech
CFftd-xy5NQ.wav,0.12484540902509653,Speech
CGsmn-I75_k.wav,0.1182361519064509,Speech
CIbco-09YyA.wav,0.12320722135529631,Speech
CJrYS-IAgwc.wav,0.1421489745835537,Speech
CKOsN-VLqM8.wav,0.21829113328313254,Speech
CLfUE-PBrSw.wav,0.15674395903326882,Speech
COTOx-8SZUU.wav,0.12668054071511778,Speech
COtRY-LmHGc.wav,0.08862538688099042,Speech
CQIyM-3uucU.wav,0.07774616109913793,Speech
CRFEZ-xAJkQ.wav,0.17635533541403287,Speech
CRZeh-RIfRE.wav,0.11820058323931054,Speech
CSLUD-z2-lM.wav,0.10126561294367284,Speech
CSaLc-Xj_6g.wav,0.1499465665275337,Speech
CTGYK-042SI.wav,0.11657061716983798,Speech
CUtME-GNs1s.wav,0.14347245604731976,Speech
CZiQG-xJ0SM.wav,0.05736706046932062,Speech
CcTXv-LzP-U.wav,0.08893025195812021,Speech
CcgiG-7BUg4.wav,0.11174176453025478,Speech
CdOfX-Woj_8.wav,0.14695145543588875,Speech
Cergt-nRwGg.wav,0.07340876532515991,Speech
CfFTd-yV1Jo.wav,0.0996959131088615,Speech
CffTd-kB9Xo.wav,0.061292550101457496,Speech
Cgash-6mtqI.wav,0.07721013448324549,Speech
Cglfg-fVujM.wav,0.04209711602393617,Music
CkTfL-Wr_dc.wav,0.10635936036985019,Speech
CkujC-FX3D0.wav,0.1530197190176915,Speech
ClQeq-Y_Enw.wav,0.11729979681622783,Speech
CmgBb-4Syn0.wav,0.14375662350082713,Speech
CmzZD-Bnez4.wav,0.17609617563903812,Speech
CoTox-gosig.wav,0.08911860482246046,Speech
CoiQI-Z3y5Q.wav,0.22391236283396945,Speech
CqIYm-BUhuo.wav,0.13118551123989977,Speech
CqiYm-Gz-kc.wav,0.06346182564134809,Speech
CrVHb-KDVgY.wav,0.10274529865143643,Speech
CsLUd-7EqaQ.wav,0.14488622476020913,Speech
CtOBb-iFV3s.wav,0.11087895398835998,Speech
CtUwB-NHYlo.wav,0.14671475469046866,Speech
CtuWb-BQOts.wav,0.1299601819190514,Speech
CvnXF-Rk2IU.wav,0.1277207790095976,Speech
CwmAJ-5DcxU.wav,0.18899923445971734,Speech
CxIfq-fxLwc.wav,0.09187365632678132,Speech
CxMsl-BBuf0.wav,0.11318251256716054,Speech
CxNIK-cq4kA.wav,0.12358912247683654,Speech
CxNiK-7EoI0.wav,0.21822345070207982,Speech
CxzLN-PRAXU.wav,0.051310391605648535,Speech
CzIqg-zna88.wav,0.07717501329984794,Speech
DBRng-LT_t0.wav,0.0840379668445122,Speech
DEhkO-bKRh8.wav,0.10826221410778986,Speech
DGYsL-oY75Q.wav,0.19111319581146108,Speech
DGwln-bB6nY.wav,0.10542636503308157,Speech
DKCCg-tvSOM.wav,0.1014766369835805,Speech
DKFnM-_Igi0.wav,0.1165051534800324,Speech
DKlBN-0eBUk.wav,0.16691320930489964,Speech
DKlbN-YIPLY.wav,0.14027628672580417,Speech
DLvnz-9F2C4.wav,0.11256831685413643,Speech
DMYKC-68GIg.wav,0.18574321009288763,Speech
DNFIi-qOn_I.wav,0.12843066337006617,Speech
DOicV-fRpds.wav,0.16946713443367983,Speech
DOpwy-EeLNk.wav,0.11408974268841394,Speech
DPJrM-bYCjA.wav,0.044089801939205066,Music
DPMzn-2jGNE.wav,0.13289672149716691,Speech
DPcpd--vQt0.wav,0.09803592929071804,Speech
DPjRm-NXeKY.wav,0.031287829223578145,Music
DPmzn-4xsNI.wav,0.10581965638122376,Speech
DQGgi-vpAF4.wav,0.10039035322935992,Speech
DSvHr-HfHiY.wav,0.10657647477778993,Speech
DVEsB-Unzi8.wav,0.06730350594766465,Speech
DVzZX-dXs74.wav,0.0856627084817189,Speech
DYEFZ-K5Dcw.wav,0.17061546570960237,Speech
DYEnM-2Lo1g.wav,0.10050466776092526,Speech
DaFrS-T5g7E.wav,0.12289250036592506,Speech
DanIR-AlOE8.wav,0.19162423270089285,Speech
Darzj-6nAyo.wav,0.08850517996749824,Speech
DcDsF-NxCAs.wav,0.1011678018322916,Speech
DcLuX-8Q1mg.wav,0.18994487851695352,Speech
DclUx-iiCHA.wav,0.11461588541666666,Speech
DdcBj-O4ADY.wav,0.11893977709203461,Speech
DfREq-rZF_Q.wav,0.10148933025778932,Speech
DgySl-nouOI.wav,0.09542262300531915,Speech
DhYug-hAyFw.wav,0.09843017751710256,Speech
DhmbE-OI1xA.wav,0.1455341227264309,Speech
DhnVz-CA9jM.wav,0.0862076622969113,Speech
DhuFp-6sKZ8.wav,0.20621793468636865,Speech
DiGbP-eSvtA.wav,0.11681074009426674,Speech
DiXkR-5fvwI.wav,0.15573387815241227,Speech
DjdDI-GTmc4.wav,0.1251567162632626,Speech
DjjqS-veeis.wav,0.09070588094325154,Speech
DkdEI-69gUA.wav,0.17161981623335795,Speech
DkdEI-re5bI.wav,0.12461809775667436,Speech
DlVNz-vdCOU.wav,0.03515219787344398,Music
DlxKj-RgThE.wav,0.11133555667677911,Speech
DoDfc-kj63Q.wav,0.1282250053694158,Speech
DopFQ-VQmiw.wav,0.19031893648414855,Speech
DpXqW-yJhPM.wav,0.11285900766522358,Speech
DuqJc-nROU4.wav,0.12230109828466187,Speech
DuqiJ-fpofY.wav,0.09013473857875866,Speech
DwWms-VyZZg.wav,0.09677273796445353,Speech
DzBOo-iu5Ds.wav,0.1754301753456735,Speech
DzChj-WpzRA.wav,0.12854166544497092,Speech
DzlCx-0vwhg.wav,0.1144814582566274,Speech
EANTy-qmcdU.wav,0.14108667893233742,Speech
ECDGu-L6lc0.wav,0.12993602724594994,Speech
EEZbi-t2Rm0.wav,0.20202664790819033,Speech
EEuKb-xFSPs.wav,0.09224500154194079,Speech
EHBWU-KL8Tk.wav,0.19795478678729123,Speech
EIKIp--YKa8.wav,0.09660255104486197,Speech
EIUwk-FShBQ.wav,0.0752389667839404,Speech
EJRCU-4_VsY.wav,0.06982279102704679,Speech
ELpcl-I08xw.wav,0.16809803757407957,Speech
ELsTm-rW1q8.wav,0.12941573822291222,Speech
EMyTH-U17s8.wav,0.13395436567336036,Speech
EMyth-NDEe0.wav,0.11304396725772473,Speech
ENENO-Yo_Wc.wav,0.1795373515242659,Speech
EOxAI-eZDdQ.wav,0.08600802951388889,Speech
EOxai-xY3Gg.wav,0.13469893575564132,Speech
EPGRZ-0TZV8.wav,0.1164236668914165,Speech
EPpSE-pP_LA.wav,0.08941789740296803,Speech
EPyIB-HarNM.wav,0.09803214905753968,Speech
EQSEg-OI4OU.wav,0.06123658206260032,Speech
EQvaR-7mXxQ.wav,0.05015084946725572,Speech
ERADX-6IGS8.wav,0.11548244301147996,Speech
ERVlJ-4uJeY.wav,0.13030756224133033,Speech
ETRQY-HLR3w.wav,0.1433058449955814,Speech
EVwsG--cj1g.wav,0.09465088408970276,Speech
EYcFP-YXnSE.wav,0.14807882859630853,Speech
EZzio-pQMNY.wav,0.11371976693277863,Speech
EaNgV-zwvYc.wav,0.08438942649147728,Speech
EdIBl-mcjic.wav,0.03571212573998179,Music
EdgJy-q-Xxs.wav,0.11404037475585938,Speech
EezBi-B7c4Y.wav,0.08108146709323583,Speech
EfibK-PwOIs.wav,0.1628450571813295,Speech
EfsHZ-ivRxg.wav,0.13961200099646615,Speech
EfvMv-9yb30.wav,0.048091013418079094,Music
EgCom-fPgro.wav,0.11832969139185993,Speech
EgcNN-II9V8.wav,0.15079507743362833,Speech
Egcnn-9bbm4.wav,0.12486820727323009,Speech
EhXWM-BABY0.wav,0.17568258760379823,Speech
EiKVs-231II.wav,0.21637765452348065,Speech
Eikip-qiSMA.wav,0.14273505882425255,Speech
Eizbw-4PjtU.wav,0.13372433357348704,Speech
EldvL-8Uo38.wav,0.16725885556799136,Speech
EldvL-Hx_Wc.wav,0.134759129018847,Speech
